unique_trs_id,Latitude,Longitude,BatteryisCharging,Battery Percentage,CO2,Preasure Hg,Humidity %,Temperature C,Speed KM,Date,Time
-Lucq2Ue-0Ggnzb3StFt,25.04057312,55.12895011,,,,,,,,,,
-Lug8PVWYaD4AL676aAY,25.04371643,55.11857092,,,,,,,,,,
-Lug8SxiQwKKSoR8PS8n,25.04370117,55.11863675,,,,,,,,,,
-LursERP7wst64xlQQ1Y,,,True,92.00000166893005,,,,,,,,
-LusN0XoNxlqgzskUa_r,25.04821777,55.12348219,,,,,,,,,,
-LuvakZ_5ANJM7tJgmJX,25.04232788,55.11824238,,,,,,,,,,
-Lv-RGhEo_NnPz5hdug9,,,False,76.99999809265137,,,,,,,,
-Lv-nWQ6caSgr7EpQg-R,25.26429936,55.30592294,,,,,,,,,,
-LvGMQHyqFEeQjvIqGY0,25.14215088,55.19269005,,,,,,,,,,
-LvGN0TAnefdplKsSpQC,25.14781189,55.19750332,,,,,,,,,,
-LurtsFjvSczuChQViDJ,25.0480957,55.12334833,,,,,,,,,,
-Luru03ZU_BOrIqnWNhV,25.0480823,55.12336233,,,,,,,,,,
-Lv-RN0z3do7qxhw34LX,25.26474767,55.30392051,,,,,,,,,,
-LvHCka3k6Xd_Nb2YuMg,25.12956195,55.18540031,,,,,,,,,,
-LvHCqSNvk3djLKnusZJ,25.12695312,55.18280586,,,,,,,,,,
-LvHD4MvKjS-YMeq_AuS,25.11958313,55.17576506,,,,,,,,,,
-LwNxGVMa1aMIy6vAvi3,25.15710449,55.20544889,,,,,,,,,,
-LusMzYjZucE9gbXcFQO,,,False,56.00000023841858,,,,,,,,
-LuvIMmPJ_ZDsFiyrfLX,25.04241943,55.11818637,,,,,,,,,,
-LuvagDDInRQfAib4RuV,25.04229736,55.11827279,,,,,,,,,,
-Lv-RIYYgXvGYMzimuwh,25.26480103,55.3037672,,,,,,,,,,
-Lv0pBK5X7jRibOBJNyx,25.04241943,55.11969198,,,,,,,,,,
-Lv0pI2y-p88wQO_JJCH,25.04217529,55.11948014,,,,,,,,,,
-LvBiEGAIk-Ypnlju4LR,,,False,54.00000214576721,,,,,,,,
-LvGMAm0QuXDSgLC35-J,,,False,88.99999856948853,,,,,,,,
-LvGMGLImgGGp6e_N9bi,25.13775635,55.18879594,,,,,,,,,,
-LvHDUGbuF3HVhhOn2WY,25.10752869,55.16405965,,,,,,,,,,
-LvHDnz_te_orOSQF5sD,25.09619141,55.15316586,,,,,,,,,,
-LuvII52WdOeIpuek9NI,,,False,62.00000047683716,,,,,,,,
-LuvIJRhPoYzIaYX9Qdo,25.04222107,55.11831143,,,,,,,,,,
-LuwEU-QqiJb6MnXU3qt,25.04016113,55.12830856,,,,,,,,,,
-LvGMN4C9fAImdPp_4A9,25.1395874,55.19050338,,,,,,,,,,
-LvGMO8jb7gdswOpd0mF,25.14073181,55.19145909,,,,,,,,,,
-LvHDbGnsfKk-Qmuf7TC,25.10203552,55.15879397,,,,,,,,,,
-Lwbr3qXd5zxmk0XsKVu,,,False,62.00000047683716,,,,,,,,
-Lwlz3k5E4AV1_VVS5H-,25.02903748,55.10760079,,,,,,,,,,
-LurtpueLpB9kkLl1Vu_,25.0481041,55.12334833,,,,,,,,,,
-Luru-2jc3AyT9TK-0t4,25.0480823,55.12336233,,,,,,,,,,
-LuvabcHe4-u1hGI-Qop,25.04225159,55.11825865,,,,,,,,,,
-LuwEIKX1ln_-NKlQ8em,25.04060364,55.12888966,,,,,,,,,,
-Lv0p40CRwz5jOO3JB-_,25.04248047,55.11972022,,,,,,,,,,
-Lv0w7OGlNT3ibQjfsWm,,,False,98.00000190734863,,,,,,,,
-Lv0wDA4ymA_SpJlM1u9,25.20347595,55.27128037,,,,,,,,,,
-LvBiFE0sge5dpKDKsAs,25.15699768,55.20539882,,,,,,,,,,
-LvGMPSunBHGxD_6APUn,25.14170284,55.19221245,,,,,,,,,,
-LvGMWWByneiq9o8Qf3N,25.14237,55.19286322,,,,,,,,,,
-LvHDFAiwByBBYGahR8v,25.11265393,55.16892895,,,,,,,,,,
-LvHDeXPQuOf677Cyd2N,25.10149573,55.15826985,,,,,,,,,,
-LvHDjBgb-FhEpypnyhI,25.09765625,55.15456983,,,,,,,,,,
